windSpdKts,gustKts,windVrbDeg,intensity,rain,visibilityMtrs,qnh,ws
11,0,0,0,0,9999,1027,0
12,0,0,0,0,9999,1026,0
12,0,0,0,0,9999,1026,0
08,0,0,0,0,9999,1028,0
09,0,0,0,0,9999,1028,0
06,0,0,0,0,9999,1028,0
05,0,0,0,0,9999,1027,0
06,0,0,0.3,1,9999,1027,0
05,0,100,0.3,1,9999,1027,0
05,0,0,0.3,1,9999,1027,0
07,0,0,0,0,9999,1027,0
07,0,0,0,0,9999,1027,0
06,0,110,0.3,1,9999,1025,0
10,0,60,0.3,1,8000,1026,0
07,0,0,0.3,1,9999,1022,0
10,0,0,0.3,1,8000,1022,0
10,0,0,0.3,1,9999,1021,0
11,0,0,0.3,1,6000,1024,0
11,0,0,0.3,1,6000,1024,0
11,0,0,0.3,1,8000,1023,0
10,0,0,0.3,1,8000,1023,0
12,0,0,0.3,1,9999,1021,0
14,0,0,0.3,1,9000,1022,0
14,0,0,0.3,1,9999,1022,0
15,0,0,0.3,1,9999,1022,0
13,0,0,0.3,1,6000,1025,0
10,0,0,0.3,1,7000,1024,0
10,0,0,0.3,1,6000,1024,0
11,0,0,0.3,1,7000,1025,0
09,0,0,0.3,1,6000,1027,0
09,0,0,0.3,1,6000,1026,0
09,0,0,0.3,1,7000,1026,0
09,0,0,0.3,1,7000,1025,0
08,0,90,0.3,1,7000,1025,0
11,0,0,0.3,1,7000,1024,0
08,0,0,0.3,1,6000,1025,0
09,0,80,0.3,1,9000,1025,0
10,0,90,0.3,1,9000,1027,0
10,21,70,0.3,1,9999,1027,0
07,0,110,0.3,1,8000,1025,0
08,0,0,0.3,1,9999,1023,0
07,0,0,0.3,1,9000,1023,0
08,0,60,0.3,1,9999,1018,0
08,0,80,0.3,1,9999,1018,0
10,0,0,0.3,1,8000,1017,0
09,0,60,0.3,1,8000,1018,0
08,0,0,0,0,9999,1018,0
02,0,0,0.3,1,9999,1018,0
04,0,90,0.3,1,8000,1016,0
01,0,0,0.3,1,2500,1015,0
01,0,0,0.3,1,3500,1015,0
02,0,0,0.3,1,9000,1015,0
02,0,0,0.3,1,7000,1014,0
04,0,0,0.3,1,4500,1016,0
10,0,0,0.3,1,5000,1018,0
07,0,0,0.3,1,9999,1019,0
08,0,0,0.3,1,9999,1019,0
07,0,0,0,0,9999,1017,0
12,0,80,0,0,9999,1014,0
10,0,0,0.3,1,9000,1015,0
11,0,0,0.3,1,9999,1015,0
12,0,0,0,0,9999,1015,0
13,0,0,0,0,9999,1017,0
12,0,0,0,0,9999,1017,0
11,0,0,0,0,9999,1016,0
12,0,0,0,0,9999,1016,0
16,0,0,0,0,9999,1016,1
13,0,0,0,0,9999,1019,0
08,0,0,0,0,9999,1019,0
02,0,0,0,0,9000,1019,0
01,0,0,0,0,9000,1018,0
02,0,0,0.3,1,9999,1017,0
06,0,60,0.3,1,9999,1018,0
09,0,0,0,0,9999,1018,0
07,0,0,0,0,9999,1018,0
12,0,0,0,0,9999,1018,0
11,0,60,0,0,9999,1020,0
09,0,0,0,0,9999,1020,0
05,0,0,0,0,9999,1019,0
07,0,80,0,0,9999,1019,0
05,0,150,0,0,9999,1019,0
03,0,0,0,0,9999,1019,0
05,0,70,0.3,1,9999,1019,0
03,0,90,0.3,1,8000,1020,0
03,0,80,0.6,1,4800,1016,0
08,0,0,0.3,1,9999,1016,0
09,0,0,0,0,9999,1015,0
04,0,150,0,0,9999,1013,0
14,0,0,0,0,9999,1013,0
14,0,0,0,0,9999,1014,0
08,0,0,0,0,9999,1015,0
09,0,0,0,0,9999,1013,0
08,0,70,0,0,9999,1016,0
09,0,0,0,0,9999,1015,0
10,0,0,0,0,9999,1015,0
05,0,90,0,0,9999,1015,0
06,0,60,0,0,9999,1015,0
06,0,0,0,0,9999,1015,0
04,0,0,0,0,9999,1016,0
04,0,100,0,0,9999,1017,0
02,0,0,0.3,1,4000,1018,0
03,0,90,0.3,1,3500,1018,0
02,0,0,0.3,1,1800,1017,0
02,0,0,0,0,9999,1016,0
06,0,0,0,0,9999,1016,0
04,0,0,0,0,9999,1015,0
05,0,0,0,0,9999,1015,0
06,0,0,0,0,9999,1015,0
03,0,70,0,0,9999,1015,0
05,0,100,0,0,9999,1015,0
05,0,100,0,0,9999,1015,0
09,0,90,0,0,9999,1018,0
11,0,0,0,0,9999,1018,0
01,0,0,0,0,9999,1019,0
05,0,0,0,0,9999,1018,0
06,0,0,0,0,9999,1018,0
04,0,0,0,0,9999,1018,0
13,0,0,0,0,9999,1018,0
15,0,0,0,0,9999,1018,0
09,0,0,0,0,9999,1017,0
09,0,0,0,0,9999,1019,1
01,0,0,0,0,9999,1020,0
04,0,0,0,0,8000,1021,0
04,0,90,0,0,9999,1021,0
02,0,0,0,0,3500,1020,0
02,0,0,0,0,9999,1019,0
02,0,0,0,0,9999,1019,0
07,0,110,0,0,9999,1020,0
03,0,0,0,0,9999,1020,0
02,0,0,0.3,1,9999,1020,0
03,0,70,0.3,1,6000,1020,0
03,0,100,0.3,1,9000,1021,0
10,0,0,0.3,1,9999,1020,0
12,0,0,0.3,1,9999,1020,0
12,0,0,0,0,9999,1018,0
16,0,0,0.3,1,8000,1017,1
09,0,0,0,0,9999,1012,0
05,0,0,0,0,9999,1011,0
10,0,0,0,0,9999,1014,0
12,0,0,0,0,9999,1015,0
15,0,0,0,0,9999,1017,0
08,0,0,0,0,9999,1018,0
14,0,0,0,0,9999,1024,0
14,0,0,0,0,9999,1023,0
13,0,0,0,0,9999,1023,0
12,0,0,0,0,9999,1025,0
11,0,0,0,0,9999,1026,0
12,0,0,0,0,9999,1026,0
11,0,0,0,0,9999,1024,0
10,0,0,0,0,9999,1024,0
12,0,0,0,0,9999,1025,0
10,0,0,0,0,9999,1025,0
09,0,0,0,0,9999,1026,0
09,0,0,0,0,9999,1025,0
08,0,0,0,0,9999,1024,0
09,0,0,0,0,9999,1024,0
08,0,0,0,0,9999,1024,0
10,0,0,0,0,9999,1024,0
08,0,0,0,0,9999,1024,0
10,0,0,0,0,9999,1023,0
10,0,0,0,0,9999,1023,0
06,0,80,0,0,9999,1021,0
08,0,0,0,0,9999,1021,0
09,0,0,0,0,9999,1021,0
03,0,0,0.3,1,3500,1022,0
03,0,110,0.3,1,9999,1021,0
03,0,0,0,0,9999,1020,0
07,0,0,0.3,1,9999,1018,0
02,0,0,0.6,1,3000,1017,0
07,0,0,0.3,1,9000,1018,0
07,0,0,0.3,1,8000,1019,0
05,0,0,0.3,1,9999,1019,0
05,0,60,0.3,1,6000,1019,0
06,0,0,0.3,1,7000,1019,0
04,0,0,0,0,9999,1018,0
03,0,0,0,0,9999,1019,0
02,0,0,0,0,9999,1019,0
02,0,0,0,0,9999,1019,0
09,0,0,0,0,9999,1019,0
05,0,0,0,0,9999,1018,0
10,0,0,0,0,9999,1018,0
13,0,0,0,0,9999,1019,0
01,0,0,0,0,9999,1021,0
09,0,0,0.3,1,9999,1021,0
09,0,0,0.3,1,9999,1021,0
08,0,80,0.3,1,9999,1021,0
04,0,0,0.3,1,7000,1019,0
04,0,0,0.3,1,7000,1019,0
04,0,0,0,0,9999,1019,0
07,0,60,0,0,9999,1019,0
08,0,0,0.3,1,9999,1020,0
11,0,0,0.3,1,9999,1021,0
11,0,0,0.3,1,9999,1021,0
15,0,0,0,0,9999,1021,0
16,26,0,0,0,9999,1021,0
20,0,0,0,0,9999,1021,0
18,28,0,0,0,9999,1022,0
16,0,0,0,0,9999,1022,0
13,0,0,0,0,9999,1022,0
13,23,0,0,0,9999,1021,0
06,0,80,0,0,9999,1022,0
03,0,80,0,0,9999,1023,0
07,0,140,0,0,9999,1019,0
04,0,0,0,0,9999,1019,1
07,0,90,0,0,9999,1019,0
07,0,110,0,0,9999,1019,0
04,0,0,0.3,1,9999,1019,0
02,0,0,0.3,1,9999,1016,0
07,0,0,0,0,9999,1013,0
08,0,0,0,0,9999,1014,0
12,0,0,0,0,9999,1014,0
10,0,0,0,0,9999,1013,0
11,0,0,0,0,9999,1013,0
11,0,0,0,0,9999,1012,0
12,0,0,0,0,9999,1012,0
10,0,0,0,0,9999,1015,0
11,0,0,0.3,1,9999,1015,0
07,0,0,0.3,1,9999,1014,0
14,0,0,0.3,1,9999,1016,0
16,0,0,0,0,9999,1016,0
16,0,0,0,0,9999,1016,0
17,0,0,0,0,9999,1016,0
15,25,0,0,0,9999,1016,0
09,0,0,0,0,9999,1018,0
08,0,0,0,0,9999,1018,0
09,0,0,0,0,9999,1018,0
08,0,0,0,0,9999,1018,0
08,0,0,0,0,9999,1018,0
06,0,110,0,0,9999,1016,0
14,0,0,0,0,9999,1015,1
13,0,0,0,0,9999,1016,0
08,0,60,0,0,9999,1018,0
02,0,0,0,0,7000,1019,0
05,0,0,0,0,6000,1017,0
02,0,0,0,0,6000,1017,0
03,0,0,0,0,6000,1017,0
07,0,0,0,0,9999,1016,0
09,0,0,0,0,9999,1015,0
10,0,0,0,0,9999,1015,0
08,0,60,0,0,9999,1016,0
11,0,60,0,0,9999,1018,0
11,0,0,0,0,9999,1018,0
13,0,0,0,0,9999,1018,0
13,0,0,0,0,9999,1018,0
12,0,0,0,0,9999,1017,0
15,0,60,0,0,9999,1015,0
11,0,0,0,0,9999,1020,0
10,0,0,0,0,9999,1018,0
08,0,0,0,0,9999,1018,0
10,0,0,0,0,9999,1017,0
13,0,0,0,0,9999,1017,0
07,0,0,0.3,1,9999,1016,0
09,0,0,0,0,9999,1014,0
02,0,0,0.3,1,9999,1016,0
04,0,80,0.3,1,9999,1016,0
02,0,0,0.3,1,9999,1016,0
02,0,0,0,0,8000,1013,0
03,0,0,0,0,8000,1013,0
02,0,0,0,0,9999,1013,0
02,0,0,0,0,9999,1013,0
06,0,0,0,0,9000,1013,0
03,0,110,0,0,9999,1013,0
02,0,0,0,0,9999,1012,0
02,0,0,0,0,9999,1012,0
03,0,0,0,0,9000,1012,0
03,0,0,0,0,9999,1012,0
02,0,0,0,0,9999,1011,0
06,0,0,0,0,9999,1012,0
09,0,0,0.3,1,6000,1013,0
06,0,0,0.3,1,6000,1013,0
06,0,120,0.3,1,6000,1014,0
07,0,0,0.3,1,6000,1013,0
04,0,0,0.3,1,6000,1013,0
02,0,0,0.3,1,7000,1014,0
08,0,0,0.3,1,9000,1012,0
08,0,0,0.3,1,9999,1012,0
18,0,0,0.3,1,9999,1012,0
03,0,0,0.3,1,7000,1018,0
09,0,0,0.3,1,4800,1016,0
11,0,0,0.3,1,9999,1018,0
11,0,60,0.3,1,9999,1018,0
16,0,0,0.3,1,6000,1021,1
15,0,0,0.3,1,6000,1022,0
15,0,0,0.6,1,5000,1022,0
14,0,0,0.6,1,5000,1022,0
12,0,0,0.3,1,8000,1020,0
12,0,0,0.3,1,7000,1020,0
11,0,0,0.3,1,8000,1020,0
17,0,0,0.3,1,9999,1021,0
18,0,0,0.3,1,8000,1021,0
19,29,0,0,0,9999,1020,0
19,0,0,0,0,9999,1020,0
15,0,0,0,0,9999,1019,0
22,0,0,0,0,9999,1019,1
21,0,0,0,0,9999,1020,1
18,0,0,0,0,9999,1022,0
11,0,0,0,0,9999,1020,0
13,0,0,0,0,9999,1020,0
14,0,0,0,0,9999,1019,0
13,0,0,0,0,9999,1020,0
13,0,0,0,0,9999,1021,0
11,0,0,0,0,9999,1019,0
15,0,0,0,0,9999,1021,0
16,0,0,0.3,1,9999,1020,0
12,0,0,0.3,1,5000,1023,0
10,0,0,0.3,1,9000,1023,0
11,0,0,0.3,1,9999,1023,0
15,0,0,0.3,1,9999,1021,0
13,0,0,0.3,1,9999,1021,0
11,0,0,0.3,1,9999,1023,0
10,0,0,0,0,9999,1023,0
09,0,0,0,0,9999,1023,0
07,0,0,0,0,9999,1023,0
09,0,0,0,0,9999,1023,0
08,0,0,0.3,1,8000,1022,0
08,0,70,0.3,1,9999,1022,0
09,0,0,0.3,1,8000,1020,0
08,0,0,0.3,1,7000,1020,0
10,0,0,0.3,1,9999,1022,0
10,0,0,0,0,9999,1022,0
12,0,0,0.3,1,9999,1021,0
09,0,0,0,0,9999,1022,0
09,0,0,0,0,9999,1022,0
09,0,60,0,0,9999,1022,0
08,0,60,0,0,9999,1022,0
09,0,100,0,0,9999,1020,0
16,0,0,0,0,9999,1019,0
04,0,80,0,0,9999,1022,0
02,0,0,0,0,9999,1022,0
01,0,0,0,0,9999,1022,0
04,0,0,0,0,9999,1021,0
10,0,0,0,0,9999,1022,0
12,0,0,0,0,9999,1022,0
10,0,0,0,0,9999,1021,0
10,0,0,0,0,9999,1019,1
05,0,0,0,0,9999,1019,0
04,0,60,0,0,9999,1020,0
03,0,0,0,0,9999,1020,0
02,0,0,0,0,9999,1023,0
03,0,90,0,0,9999,1020,0
08,0,0,0,0,9999,1020,0
13,0,0,0,0,9999,1019,0
15,0,0,0,0,9999,1019,0
14,0,70,0,0,9999,1020,0
15,0,0,0,0,9999,1020,0
14,0,0,0,0,9999,1024,0
08,0,0,0,0,9999,1024,0
08,0,80,0,0,9000,1023,0
09,21,70,0,0,9000,1024,0
07,0,80,0,0,9000,1024,0
07,0,70,0,0,9000,1024,0
09,19,60,0,0,7000,1024,0
02,0,0,0,0,9999,1024,0
04,0,0,0,0,9999,1023,0
05,0,100,0,0,9999,1023,0
01,0,0,0,0,9999,1021,0
01,0,0,0,0,9999,1021,0
04,0,0,0,0,9999,1021,0
07,0,0,0,0,9999,1020,0
07,0,0,0,0,9999,1021,0
14,0,0,0,0,9999,1021,0
08,0,70,0,0,7000,1024,0
07,0,130,0,0,7000,1023,0
04,0,110,0,0,6000,1022,0
08,0,100,0,0,9999,1023,0
03,0,60,0,0,9000,1017,0
02,0,0,0.3,1,3500,1018,0
03,0,110,0,0,9999,1018,0
10,0,0,0,0,9999,1016,0
14,0,0,0,0,9999,1016,0
13,0,0,0,0,9999,1017,0
11,0,0,0,0,9999,1018,0
11,0,0,0,0,9999,1018,0
12,0,0,0,0,9999,1018,0
11,0,0,0,0,9999,1021,0
12,0,0,0,0,9999,1020,0
13,0,0,0,0,9999,1020,0
13,0,60,0,0,9999,1020,0
13,0,0,0,0,9999,1021,0
10,0,0,0,0,9999,1022,0
10,0,80,0,0,9999,1023,0
10,0,0,0,0,9999,1022,0
11,0,70,0,0,9999,1022,0
13,0,0,0,0,9999,1022,0
14,0,0,0,0,9999,1024,0
11,0,0,0,0,9999,1024,0
11,0,0,0,0,9999,1023,0
11,0,0,0.3,1,9999,1025,0
10,0,70,0.3,1,8000,1023,0
14,0,0,0.3,1,9999,1022,0
13,0,0,0.3,1,9999,1021,0
14,0,0,0,0,9999,1021,0
11,0,0,0.3,1,9999,1021,0
09,0,0,0.3,1,9999,1021,0
10,0,0,0,0,9999,1023,0
10,0,70,0,0,9999,1023,0
14,0,60,0.3,1,8000,1022,0
14,0,0,0.3,1,8000,1021,0
04,0,0,0.3,1,5000,1020,0
02,0,0,0,0,9999,1019,0
06,0,0,0,0,9999,1016,0
08,0,0,0,0,7000,1017,0
08,0,60,0,0,9000,1018,0
05,0,70,0,0,9999,1019,0
03,0,0,0,0,9999,1018,0
01,0,0,0,0,9999,1018,0
01,0,0,0,0,9999,1016,0
09,0,0,0,0,9999,1019,0
12,0,0,0.3,1,9999,1020,0
18,0,0,0,0,9999,1019,0
16,0,0,0,0,9999,1020,0
15,0,0,0,0,9999,1021,0
13,0,0,0,0,9999,1021,0
13,0,0,0,0,9999,1021,0
10,0,0,0,0,9999,1021,0
05,0,0,0,0,9999,1023,0
04,0,0,0,0,8000,1022,0
09,0,0,0,0,9999,1023,0
07,0,0,0,0,9999,1024,0
09,0,90,0,0,9999,1022,0
10,0,60,0,0,9999,1023,0
09,0,0,0,0,9999,1025,0
05,0,0,0,0,9999,1025,0
03,0,0,0,0,9999,1025,0
01,0,0,0.3,1,9999,1025,0
01,0,0,0,0,9999,1024,0
01,0,0,0,0,9999,1023,0
02,0,0,0,0,9999,1023,0
01,0,0,0,0,9999,1024,0
02,0,0,0,0,9999,1024,0
05,0,0,0,0,9999,1024,0
06,0,0,0,0,9999,1024,0
05,0,0,0,0,9999,1024,0
08,0,0,0,0,9999,1024,0
08,0,0,0,0,9999,1023,0
03,0,0,0,0,9999,1025,0
03,0,110,0,0,9999,1025,0
05,0,0,0,0,9999,1026,0
09,0,0,0,0,9999,1025,0
09,0,0,0,0,9999,1024,0
09,0,0,0,0,9999,1024,0
12,0,0,0,0,9999,1026,0
13,0,0,0,0,9999,1026,0
11,0,0,0,0,9999,1027,0
12,0,0,0,0,9999,1025,0
13,26,0,0,0,9999,1026,1
12,0,60,0,0,9999,1028,0
12,0,0,0,0,9999,1028,0
11,0,0,0,0,9999,1027,0
10,0,0,0,0,9999,1027,0
09,0,0,0,0,9999,1027,0
11,0,0,0,0,9999,1026,0
09,0,0,0,0,9999,1026,0
07,0,60,0,0,9999,1027,0
08,0,0,0,0,9999,1028,0
09,0,60,0,0,9999,1026,0
11,0,0,0,0,9999,1025,0
12,0,0,0,0,9000,1028,0
11,0,0,0,0,9000,1027,0
08,0,60,0,0,9999,1026,0
00,0,0,0,0,9999,1025,0
06,0,70,0,0,9999,1022,0
08,0,70,0,0,9999,1022,0
01,0,0,0,0,9999,1022,0
03,0,110,0,0,9999,1023,0
05,0,0,0,0,9999,1023,0
09,0,0,0,0,9999,1022,0
08,0,0,0,0,9999,1022,0
08,0,0,0,0,9999,1022,0
11,0,0,0,0,9999,1022,0
12,0,0,0,0,9999,1022,0
13,0,0,0,0,9999,1024,0
14,0,0,0,0,9999,1024,0
11,0,0,0,0,9999,1024,0
19,0,0,0,0,9999,1025,0
10,0,0,0,0,9999,1025,0
11,0,0,0,0,9999,1028,0
10,0,0,0,0,9999,1029,0
12,0,0,0,0,9999,1028,0
15,0,0,0.3,1,9999,1027,0
10,0,0,0.3,1,9999,1027,0
13,0,0,0.3,1,7000,1027,0
13,0,0,0.3,1,7000,1028,0
10,0,0,0.3,1,9999,1030,0
10,0,0,0.3,1,9999,1030,0
11,0,0,0.3,1,9999,1029,0
11,0,0,0.3,1,9999,1029,0
14,24,0,0.3,1,9000,1029,0
15,0,60,0.3,1,8000,1030,0
11,0,0,0.3,1,9999,1028,0
11,0,0,0,0,9999,1028,0
12,0,0,0,0,9999,1024,0
10,0,0,0.3,1,8000,1024,0
09,0,70,0.3,1,8000,1024,0
11,0,0,0.3,1,4500,1025,0
09,0,60,0.3,1,9000,1024,0
07,0,120,0.3,1,9999,1023,0
07,19,160,0,0,9999,1020,0
02,0,0,0,0,9999,1018,0
08,0,0,0,0,5000,1017,0
07,0,0,0.3,1,3000,1016,0
07,0,0,0,0,3500,1016,0
06,0,0,0,0,3500,1015,0
04,0,0,0,0,3500,1014,0
03,0,0,0,0,4000,1014,0
03,0,0,0,0,8000,1015,0
03,0,80,0,0,9999,1014,0
01,0,0,0,0,9999,1014,0
03,0,150,0,0,9999,1015,0
04,0,70,0,0,9000,1016,0
06,0,0,0,0,8000,1018,0
06,0,0,0,0,8000,1018,0
07,0,0,0,0,9999,1016,0
09,0,0,0,0,9000,1017,0
09,0,0,0,0,6000,1018,0
08,0,0,0,0,6000,1019,0
09,0,0,0,0,9000,1019,0
09,0,0,0,0,9999,1019,0
11,0,0,0,0,9999,1018,0
12,0,0,0,0,9999,1017,0
13,0,0,0,0,9999,1016,0
05,0,0,0.3,1,8000,1018,0
03,0,90,0.3,1,4500,1018,0
02,0,0,0.3,1,4000,1016,0
02,0,0,0.3,1,6000,1014,0
01,0,0,0.3,1,4500,1015,0
01,0,0,0.3,1,3500,1015,0
02,0,0,0.3,1,7000,1015,0
03,0,0,0.3,1,6000,1015,0
04,0,0,0.3,1,3400,1012,0
01,0,0,0.3,1,3500,1013,0
03,0,120,0.3,1,5000,1014,0
02,0,0,0.3,1,5000,1015,0
02,0,0,0.3,1,4000,1015,0
01,0,0,0.3,1,9000,1015,0
03,0,0,0,0,9999,1018,0
02,0,0,0,0,9999,1019,0
05,0,0,0,0,9999,1018,0
11,0,0,0,0,9999,1021,0
12,0,0,0,0,9999,1021,0
11,0,0,0,0,9999,1020,0
13,0,60,0,0,9999,1021,0
13,0,0,0,0,9999,1022,0
15,0,0,0,0,9999,1022,0
16,0,0,0,0,9999,1022,0
15,0,0,0,0,9999,1022,0
16,0,0,0,0,9999,1022,0
18,29,0,0,0,9999,1022,0
16,0,0,0,0,9999,1022,0
16,27,60,0,0,9999,1022,0
16,0,0,0,0,9999,1022,0
15,25,60,0,0,9999,1023,0
16,27,60,0,0,9999,1024,0
15,0,0,0,0,9999,1025,0
16,0,0,0,0,9999,1026,0
15,25,60,0,0,9999,1026,1
10,0,0,0,0,9999,1026,0
08,0,0,0,0,9999,1025,0
07,0,70,0,0,9999,1025,0
09,0,0,0,0,9999,1026,0
10,0,0,0,0,9999,1025,0
07,0,70,0,0,9999,1025,0
04,0,110,0,0,9999,1024,0
08,0,70,0,0,9999,1024,0
10,0,0,0.3,1,9999,1026,0
09,0,0,0.3,1,9999,1027,0
10,0,80,0,0,9999,1026,0
11,0,0,0,0,9999,1027,0
12,0,70,0,0,9999,1027,0
12,22,0,0,0,9999,1027,0
09,0,80,0,0,9999,1026,0
09,0,90,0,0,9999,1026,0
08,0,0,0.3,1,9999,1025,0
04,0,0,0,0,9999,1021,0
07,0,140,0,0,9999,1021,0
05,0,120,0,0,9999,1020,0
02,0,0,0,0,9999,1019,0
01,0,0,0,0,8000,1018,0
02,0,0,0,0,8000,1018,0
02,0,0,0,0,7000,1018,0
03,0,0,0,0,9999,1018,0
08,0,0,0,0,7000,1017,0
08,0,0,0,0,6000,1017,0
09,0,0,0,0,9999,1016,0
06,0,0,0,0,9999,1014,0
05,0,80,0,0,9999,1014,0
08,0,60,0,0,9000,1015,0
04,0,90,0,0,9000,1015,0
10,0,0,0,0,8000,1016,0
02,0,0,0,0,9999,1016,0
02,0,0,0,0,9000,1016,0
01,0,0,0,0,7000,1016,0
14,0,0,0,0,9999,1016,0
10,0,0,0,0,9999,1015,0
10,0,60,0,0,9999,1015,0
13,23,0,0,0,9999,1014,0
15,26,0,0,0,9999,1015,0
13,0,0,0,0,9999,1016,0
10,0,0,0,0,9999,1018,0
08,0,70,0,0,9999,1018,0
03,0,0,0,0,9999,1018,0
04,0,0,0,0,9999,1017,0
07,0,0,0,0,9999,1017,0
11,0,0,0,0,9999,1016,0
15,0,0,0,0,9999,1017,0
15,0,0,0,0,9999,1018,0
15,0,0,0,0,9999,1020,0
14,0,0,0,0,9999,1021,0
11,0,0,0,0,9999,1021,0
13,0,0,0,0,9999,1021,0
13,0,0,0,0,9999,1022,0
12,0,0,0.3,1,9000,1022,0
13,0,0,0.3,1,9000,1022,0
10,0,0,0,0,9999,1021,0
13,0,0,0.3,1,9999,1022,0
10,0,0,0.3,1,9999,1024,0
07,0,0,0.3,1,9999,1024,0
10,0,0,0.3,1,8000,1025,0
08,0,0,0.3,1,9000,1025,0
07,0,0,0.3,1,9000,1024,0
06,0,0,0.3,1,8000,1024,0
11,0,0,0.3,1,9999,1023,0
08,0,80,0.3,1,9999,1023,0
08,0,0,0,0,9999,1024,0
10,0,0,0,0,9999,1023,0
11,0,0,0,0,9999,1023,0
03,0,60,0.3,1,9999,1021,0
10,0,0,0,0,9999,1021,0
05,0,160,0.3,1,3500,1021,0
05,0,0,0,0,9999,1022,0
04,0,0,0,0,9999,1022,0
02,0,0,0,0,9999,1021,0
01,0,0,0,0,9999,1020,0
06,0,0,0,0,9999,1020,0
